year,Site,Env,Date,D20.air,D20cum.air,D20.apex,D20cum.apex,Tmin.air,Tmax.air,Tmean.air,RHmin.air,RHmax.air,RHmean.air,Raincum,Windspeedmax,ET0.air,Rad,Ri,VPD.air,VPD.apex,Tmax.apex,nbHourSupTmax.apex,Tnight,WW.median3060,WD.median3060,WW.30,WW.60,WD.30,WD.60,type
2012,Gaillac,Gai12,2012-05-21,0.38382247,0.38382247,0.4017212526,0.4017212526,9.6,13.1,11.35,86,92,89,26,5.4375,1.0848608323,3.96,0.006,0.1413141585,0.1578830679,13.288533659,0,11.42,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-05-22,0.5249961365,0.9088186066,0.538275679,0.9399969316,11.3,17.6,14.45,59,92,75.5,0,6.1916666667,2.2835238082,5.1,0.008,0.6895530699,0.7671380513,17.5740911034,0,14.1571428571,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-05-23,0.5882208771,1.4970394837,0.6351290441,1.5751259757,12.9,19,15.95,74,90,82,0,3.4916666667,1.6080603254,4.77,0.008,0.4538432577,0.5253315074,18.5329184418,0,14.72,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-05-24,0.9890314415,2.4860709251,1.0333827998,2.6085087755,12.1,27,19.55,48,92,70,0,0.8458333333,3.4321836985,21.37,0.034,1.4279688042,1.5982883898,25.8561405193,0,16.7222222222,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-05-25,1.3484068027,3.8344777278,1.3439789854,3.9524877609,12.5,31,21.75,30,92,61,0,2.025,5.2171567709,28.38,0.046,2.5789502718,2.7644728324,29.5703133069,0,18.9888888889,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-05-26,0.9767565078,4.8112342356,1.048775962,5.0012637229,15.6,23.4,19.5,56,82,69,0,3.4875,4.270795203,24.66,0.04,0.8256084839,1.2970084903,24.9704235653,0,17.3454545455,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-05-27,1.0450063392,5.8562405749,1.0606708784,6.0619346013,16.2,25.8,21,47,87,67,0,1.7083333333,3.3955165863,17.37,0.032,1.4203162175,1.5952911324,25.2553153531,0,16.6111111111,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-05-28,1.0968643237,6.9531048985,1.1375984413,7.1995330426,13.6,16.4,15,35,86,60.5,0,1.6333333333,3.5539505069,26.17,0.06,1.8543319343,2.0099170703,26.2301772177,0,15.88,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-05-29,1.2268419063,8.1799468048,1.2414163937,8.4409494363,11.8,29.3,20.55,28,89,58.5,0,1.625,4.790436379,28.62,0.094,2.4759086485,2.4946157183,27.781650629,0,16.96,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-05-30,0.9818816307,9.1618284355,1.0050048597,9.445954296,12.6,26.8,19.7,48,89,68.5,0,1.35,3.1731688777,17.02,0.08,1.3341067016,1.5084171829,25.7114739283,0,17.05,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-05-31,1.0238515301,10.1856799657,1.0505640524,10.4965183483,13.8,26.6,20.2,44,91,67.5,0,1.6166666667,3.5456888374,19.18,0.14,1.5502802588,1.6322651095,25.970437994,0,16.0333333333,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-06-01,1.3551737971,11.5408537628,1.353122819,11.8496411674,11.4,31.8,21.6,25,90,57.5,0,1.1833333333,4.7036856549,28.82,0.317,2.9341999192,2.8763682858,29.3575104168,0,19.6222222222,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-06-02,1.4651307012,13.0059844639,1.4271383755,13.2767795429,14.2,33.5,23.85,32,80,56,0,2.6416666667,5.4066123183,22.79,0.341,2.4958421988,2.8065054365,30.8067596226,2,18.5545454545,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-06-03,0.6964219188,13.7024063827,0.6790595694,13.9558391123,15.3,20.2,17.75,77,92,84.5,0,2.8375,1.6353412556,6.33,0.121,0.2924919201,0.3175046869,17.5819013387,0,13.71,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-06-04,0.7478998425,14.4503062252,0.7909538686,14.7467929808,12.5,22.8,17.65,32,91,61.5,0,3.1083333333,4.1253751461,21.56,0.508,1.5110872099,1.6968178613,23.1243970386,0,12.5444444444,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-06-05,0.9300074668,15.380313692,1.0006566498,15.7474496306,8.6,26.5,17.55,26,91,58.5,0,0.9875,3.9922276482,28.46,0.833,2.1538487463,2.3414338774,25.9296202982,0,15.26,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-06-06,0.999439319,16.3797530109,1.0310164885,16.7784661191,12.4,25.5,18.95,48,84,66,0,1.5041666667,3.4771190611,20.4,0.732,1.4292167538,1.4764179672,24.5356545231,0,18.88,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-06-07,1.2936248153,17.6733778262,1.2390763346,18.0175424537,16.1,30.8,23.45,37,85,61,0,2.8333333333,4.7840021727,20.13,0.881,1.2719784145,2.1938787345,28.4323902441,0,17.09,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-06-08,0.8037221182,18.4770999444,0.839720566,18.8572630197,14.6,22.2,18.4,46,85,65.5,0,2.725,3.2822139954,15.67,0.837,1.1700275581,1.2924220719,21.8129262369,0,12.7222222222,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-06-09,0.692419229,19.1695191734,0.7783645854,19.6356276051,7.8,20.8,14.3,38,91,64.5,0,1.5666666667,3.05972521,19.82,1.265,1.2179902833,1.4686693368,21.6323500634,0,14.46,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-06-10,0.7122683363,19.8817875097,0.673984973,20.3096125781,13.3,21,17.15,66,90,78,9,2.9208333333,2.1853861823,9.26,0.7,0.5670770743,0.6643806554,19.6493841339,0,15.63,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-06-11,0.7128798563,20.5946673661,0.7422866832,21.0518992613,13.5,23.2,18.35,47,91,69,0,3.3625,3.6262569558,18.07,1.582,0.7665293428,1.2942680013,23.1776647982,0,12.77,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-06-12,0.534898614,21.1295659801,0.57129389,21.6231931514,11.6,18.3,14.95,65,90,77.5,11,4.8208333333,2.5682805572,13.31,1.342,0.26266209,0.5700344937,19.6121469974,0,12.36,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-06-13,0.6562586277,21.7858246078,0.7210778285,22.3442709799,10.8,21.1,15.95,43,92,67.5,0,2.4208333333,3.6163156812,23.32,2.706,1.0825052389,1.2825986029,21.5753551551,0,12.1888888889,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-06-14,1.0931034177,22.8789280256,1.134695445,23.4789664249,8.4,30.4,19.4,25,92,58.5,0,2.8791666667,5.6907471952,29.69,3.943,2.3792259068,2.6764851571,28.5347302659,0,17.7888888889,0,-7,-5.5,0,-13,-2,CrossValidation
2012,Gaillac,Gai12,2012-06-15,1.1637174502,24.0426454757,1.198714595,24.6776810198,13.2,28.3,20.75,44,88,66,0,2.4916666667,4.3999194879,23.21,3.505,1.6819018202,1.9000421851,28.0947002796,0,18.1111111111,0,-6.5,-4.625,0,-12.25,-1.5,CrossValidation
2012,Gaillac,Gai12,2012-06-16,1.4595938478,25.5022393236,1.4413027136,26.1189837335,14.2,31.1,22.65,31,72,51.5,0,2.5625,5.7106956125,30.11,5.172,2.6151867596,2.6482107036,29.5514155852,0,20.5444444444,0,-6,-3.75,0,-11.5,-1,CrossValidation
2012,Gaillac,Gai12,2012-06-17,1.3925891563,26.8948284799,1.4160637618,27.5350474952,16.8,31.4,24.1,36,72,54,0,2.1,5.3813262296,28.93,5.603,2.2592483183,2.3406139999,29.4846545564,0,20.83,0,-5.5,-2.875,0,-10.75,-0.5,CrossValidation
2012,Gaillac,Gai12,2012-06-18,0.9880640923,27.8828925721,1.025593916,28.5606414113,18.3,23.3,20.8,45,89,67,0,2.2875,2.437428657,7.28,1.588,0.8120534405,0.8981224851,22.3552009396,0,18.0375,0,-5,-2,0,-10,0,CrossValidation
2012,Gaillac,Gai12,2012-06-19,1.0119409198,28.894833492,1.0889363609,29.6495777721,16.3,24.4,20.35,62,91,76.5,0,1.8125,2.150530738,8.7,2.119,0.8187896372,0.9869191525,23.6113453434,0,17.9909090909,0,-7.5,-1.75,0,-10,-4,CrossValidation
2012,Gaillac,Gai12,2012-06-20,1.4496180867,30.3444515786,1.4621994926,31.1117772647,16.7,31.9,24.3,25,90,57.5,0,1.7083333333,5.1829562159,28.97,7.88,2.8677491486,2.7426184297,28.7863547415,0,20.6,0,-10,-1.5,0,-10,-8,CrossValidation
2012,Gaillac,Gai12,2012-06-21,1.3064182982,31.6508698768,1.3078461162,32.4196233809,15.8,30.6,23.2,29,83,56,0,3.1,5.5840945897,26.01,7.859,2.1128739733,2.6736878821,29.4983798632,0,15.0375,-0.75,-11,-2.75,0,-12,-9,CrossValidation
2012,Gaillac,Gai12,2012-06-22,0.8718435485,32.5227134253,0.9414334933,33.3610568742,11.8,24,17.9,37,82,59.5,0,2.3791666667,4.479747343,29.01,9.746,1.5858583402,1.6991657941,23.7614382435,0,14.9666666667,-1.5,-12,-4,0,-14,-10,CrossValidation
2012,Gaillac,Gai12,2012-06-23,1.1347296166,33.657443042,1.1468119582,34.5078688324,10.8,28,19.4,30,85,57.5,0,1.3666666667,4.3775752726,28.97,10.763,2.2456345108,2.3227561377,26.6531732658,0,17.2666666667,-2.8333333333,-14.1666666667,-5.5,-1.8333333333,-14.3333333333,-14,CrossValidation
2012,Gaillac,Gai12,2012-06-24,1.2742857411,34.9317287831,1.2851840049,35.7930528373,12,28.8,20.4,34,89,61.5,0,1.9375,4.750687736,28.53,11.581,2.3244489346,2.3967901315,28.320560453,0,17.95,-4.1666666667,-16.3333333333,-7,-3.6666666667,-14.6666666667,-18,CrossValidation
2012,Gaillac,Gai12,2012-06-25,1.2520007037,36.1837294868,1.3166639758,37.1097168131,12.8,28.4,20.6,41,83,62,0,2.8041666667,5.169065448,29.75,13.187,1.9594440992,2.1801060524,28.7524478249,0,18.5333333333,-5.5,-18.5,-8.5,-5.5,-15,-22,CrossValidation
2012,Gaillac,Gai12,2012-06-26,1.4833012662,37.6670307529,1.4986416899,38.608358503,13.7,31.9,22.8,32,89,60.5,0,1.5166666667,4.9888860958,29.69,14.259,2.7410303005,2.709261589,29.9700813269,0,20.6888888889,-7.5,-23.25,-11.5,-7.5,-15.5,-31,CrossValidation
2012,Gaillac,Gai12,2012-06-27,1.5358646422,39.2028953951,1.6449487539,40.2533072568,15.4,37.8,26.6,20,87,53.5,0,2.4875,6.5772056731,29.55,15.366,4.160816454,3.7252036039,32.3937594794,7,24.08,-9.5,-28,-14.5,-9.5,-16,-40,CrossValidation
2012,Gaillac,Gai12,2012-06-28,1.7628607918,40.9657561869,1.7284607015,41.9817679584,21.3,37,29.15,29,68,48.5,0,3.225,6.80041089,26.19,14.673,3.1541128921,3.2371659555,31.926892232,6,21.34,-4.75,-33,-7.25,-4.75,-18,-48,CrossValidation
2012,Gaillac,Gai12,2012-06-29,1.4214307079,42.3871868948,1.4487700452,43.4305380035,16.9,32,24.45,46,89,67.5,0,1.9291666667,3.9301404978,17.67,10.666,1.5972576924,1.9371391501,29.143429362,0,22.33,0,-38,0,0,-20,-56,CrossValidation
2012,Gaillac,Gai12,2012-06-30,1.5524006996,43.9395875944,1.5315861126,44.9621241161,21.9,30.2,26.05,45,79,62,0,2.5875,4.3198428306,17.85,11.581,1.9051798348,1.959091524,29.0031176328,0,19.8583333333,-1.5,-43.8333333333,-2.8333333333,-1.5,-24.6666666667,-62.6666666667,CrossValidation
2012,Gaillac,Gai12,2012-07-01,0.6518196828,44.5914072772,0.6953646279,45.657488744,14.4,22.6,18.5,57,89,73,5.6,3.9708333333,2.3567627035,4.69,3.255,0.2214956348,0.5831866348,16.9139892514,0,14.0181818182,-3,-49.6666666667,-5.6666666667,-3,-29.3333333333,-69.3333333333,CrossValidation
2012,Gaillac,Gai12,2012-07-02,0.9341419874,45.5255492645,0.9798447933,46.6373335374,11.4,25,18.2,29,91,60,0,2.5583333333,4.6309085808,28.56,20.217,1.9982079405,2.2060466469,25.3822807028,0,15,-4.5,-55.5,-8.5,-4.5,-34,-76,CrossValidation
2012,Gaillac,Gai12,2012-07-03,1.2966287051,46.8221779697,1.242175898,47.8795094354,10,32.2,21.1,21,84,52.5,0,1.125,4.4783466901,29.03,21.911,3.1494995254,2.9884221697,28.5191698976,0,19.79,-10.75,-62.25,-14,-10.75,-43.5,-80.5,CrossValidation
2012,Gaillac,Gai12,2012-07-04,1.1231311077,47.9453090774,1.1962775527,49.0757869881,16.9,26.8,21.85,46,88,67,0,2.4,3.8732602004,19.54,15.597,1.364264703,1.7258835863,26.2823762274,0,18.82,-17,-69,-19.5,-17,-53,-85,CrossValidation
2012,Gaillac,Gai12,2012-07-05,0.8506840107,48.795993088,0.9313106505,50.0070976386,15.7,24,19.85,63,90,76.5,0.2,2.2625,2.1675734511,8.19,6.824,0.3895384027,0.7386903769,23.2322324263,0,15.3583333333,-20,-77.25,-25.5,-20,-62.5,-92,CrossValidation
2012,Gaillac,Gai12,2012-07-06,0.947228104,49.7432211921,1.0086143858,51.0157120244,13.2,25.1,19.15,38,91,64.5,3.3,1.6958333333,3.6990765698,22.35,18.883,1.6669516444,1.8171433141,24.2361336419,0,15.94,-23,-85.5,-31.5,-23,-72,-99,CrossValidation
2012,Gaillac,Gai12,2012-07-07,1.3824341314,51.1256553235,1.3750888125,52.3908008369,13.7,33,23.35,29,89,59,0,2.8833333333,5.8424958483,27.97,24.298,2.8080177919,2.8604974549,29.5789276387,0,19.58,-27.8333333333,-94.3333333333,-36.5,-27.5,-81,-107.6666666667,CrossValidation
2012,Gaillac,Gai12,2012-07-08,1.1045739227,52.2302292461,1.1524209889,53.5432218259,15.9,26.7,21.3,34,89,61.5,0,2.8125,4.4716856308,22.56,19.999,1.9233488516,2.0634344665,25.6845243809,0,17.35,-32.6666666667,-103.1666666667,-41.5,-32,-90,-116.3333333333,CrossValidation
2012,Gaillac,Gai12,2012-07-09,1.2178068741,53.4480361202,1.2535268376,54.7967486635,12.9,28.1,20.5,37,90,63.5,0,1.7375,4.4849599569,27.97,25.242,2.1328300911,2.2151367569,27.3820062682,0,17.87,-37.5,-112,-46.5,-36.5,-99,-125,CrossValidation
2012,Gaillac,Gai12,2012-07-10,1.1417902498,54.5898263701,1.1694573129,55.9662059764,14,26.9,20.45,45,89,67,0,2.3208333333,3.732346536,18.95,17.446,1.5249844594,1.8163483072,26.473232087,0,18.43,-24,-122.25,-29.25,-23.5,-110,-134.5,CrossValidation
2012,Gaillac,Gai12,2012-07-11,0.9774177337,55.5672441038,1.0171225069,56.9833284833,16.9,23.9,20.4,41,75,58,0,3.1416666667,4.1808689373,20.44,18.882,1.3922689273,1.6755766339,24.1698315286,0,17.6363636364,-10.5,-132.5,-12,-10.5,-121,-144,CrossValidation
2012,Gaillac,Gai12,2012-07-12,0.9713336222,56.538577726,1.002660423,57.9859889063,15.9,25.7,20.8,33,71,52,0,2.6833333333,4.6863158963,25.15,23.511,1.8359128081,1.9533432863,24.3029832252,0,16.08,-14,-147.75,-16.75,-13.5,-139,-156.5,CrossValidation
2012,Gaillac,Gai12,2012-07-13,1.2554376978,57.7940154238,1.236473106,59.2224620123,13.6,29.9,21.75,28,86,57,0,2.1583333333,4.9044521458,26.88,25.295,2.5462122909,2.4488780959,27.4452915697,0,18.81,-17.5,-163,-21.5,-16.5,-157,-169,CrossValidation
2012,Gaillac,Gai12,2012-07-14,0.942311071,58.7363264948,0.9853601282,60.2078221406,16.3,24.2,20.25,34,88,61,0,3.1291666667,4.0584663055,19.17,18.157,1.6346424464,1.733945726,23.8614053709,0,14.04,-23.875,-171.75,-30.875,-21.5,-163.75,-176.5,CrossValidation
2012,Gaillac,Gai12,2012-07-15,0.807687271,59.5440137658,0.8444431671,61.0522653076,9,24,16.5,32,88,60,0,3.275,4.1228960745,20.28,19.251,1.4418396712,1.6231829814,23.6644745474,0,13.38,-30.25,-180.5,-40.25,-26.5,-170.5,-184,CrossValidation
2012,Gaillac,Gai12,2012-07-16,1.00552043,60.5495341958,1.0086180973,62.0608834049,8.9,27,17.95,26,86,56,0,1.9375,4.5454625283,29.21,27.773,2.3751939645,2.4171410245,25.7477671386,0,15.44,-36.625,-189.25,-49.625,-31.5,-177.25,-191.5,CrossValidation
2012,Gaillac,Gai12,2012-07-17,1.3024650313,61.8519992271,1.2439496437,63.3048330487,9.5,31.7,20.6,15,86,50.5,0,1.4791666667,4.7242938142,29.36,28.074,3.4870354565,3.1452458691,28.6546158015,0,17.31,-43,-198,-59,-36.5,-184,-199,CrossValidation
2012,Gaillac,Gai12,2012-07-18,1.389858652,63.2418578791,1.4800787043,64.7849117529,11.2,37.4,24.3,11,83,47,0,1.3833333333,5.1501428124,29.3,28.016,4.8179910555,3.8716651951,31.1569323204,6,21.11,-2,-198,-1.5,-2,-183,-199,CrossValidation
2012,Gaillac,Gai12,2012-07-19,1.1696390249,64.411496904,1.1939055206,65.9788172736,16.7,26.4,21.55,32,82,57,0,3.3916666667,4.8992466197,23.74,22.659,2.030878696,2.1346116276,26.2223819008,0,16.83,-10,-198.5,-7.5,-11.5,-189.5,-199,CrossValidation
2012,Gaillac,Gai12,2012-07-20,1.03896451,65.450461414,1.0494483433,67.0282656168,12.3,25.8,19.05,37,89,63,0,2.7208333333,3.8616988151,18.43,17.627,1.7759995485,1.923715062,25.1375215866,0,17.11,-18,-199,-13.5,-21,-196,-199,CrossValidation
2012,Gaillac,Gai12,2012-07-21,1.1181554861,66.5686169001,1.0952212075,68.1234868243,12.9,27.5,20.2,23,81,52,0,2.7333333333,4.9593550967,25.89,24.825,2.4287336591,2.492642704,25.5897530233,0,15.94,-25.1666666667,-197.8333333333,-22.6666666667,-27.1666666667,-194,-199,CrossValidation
2012,Gaillac,Gai12,2012-07-22,1.1147635939,67.683380494,1.0672514059,69.1907382303,12.6,27.4,20,21,76,48.5,0,2.3166666667,4.7474254625,26.08,25.06,2.5263142508,2.55430605,25.7678748043,0,15.7,-32.3333333333,-196.6666666667,-31.8333333333,-33.3333333333,-192,-199,CrossValidation
2012,Gaillac,Gai12,2012-07-23,1.2603404045,68.9437208985,1.1561038784,70.3468421086,9.2,30.5,19.85,12,79,45.5,0,1.6958333333,4.7425905252,28.6,27.5,3.5147039769,3.1830774972,27.5086409084,0,17.51,-39.5,-195.5,-41,-39.5,-190,-199,CrossValidation
2012,Gaillac,Gai12,2012-07-24,1.50777319,70.4514940885,1.4084634728,71.7553055814,10.7,34.5,22.6,19,64,41.5,0,2.7708333333,6.1983839108,27.67,26.639,3.6082330517,3.3498381441,30.0027041691,1,20.69,-24.5,-197.25,-21.75,-28.5,-194.5,-199,CrossValidation
2012,Gaillac,Gai12,2012-07-25,1.5514384915,72.00293258,1.5396893276,73.2949949091,14.4,36.4,25.4,14,57,35.5,0,1.7,5.3395544992,27.95,26.913,4.5129478711,3.7356433044,30.7440886277,5,20.8,-9.5,-199,-2.5,-17.5,-199,-199,CrossValidation
2012,Gaillac,Gai12,2012-07-26,1.531265069,73.534197649,1.6240693465,74.9190642556,14.9,39,26.95,16,66,41,0,2.4791666667,6.4061473268,25.45,24.499,4.417562715,3.9711645954,32.5212681782,7,23.78,-15.375,-199,-11.25,-20.1666666667,-199,-199,CrossValidation
2012,Gaillac,Gai12,2012-07-27,1.5980231515,75.1322208005,1.5445889677,76.4636532233,18.9,33.2,26.05,31,90,60.5,0,2.5083333333,4.9145245606,20.47,19.678,2.532400027,2.7752776196,30.5651776149,2,20.6833333333,-21.25,-199,-20,-22.8333333333,-199,-199,CrossValidation
2012,Gaillac,Gai12,2012-07-28,1.2671256633,76.3993464638,1.3023550504,77.7660082737,19.2,27,23.1,46,91,68.5,0,3.2541666667,3.6759921899,14.48,13.924,1.6517214213,1.6931172836,25.8928753207,0,19.42,-14.3333333333,-199,-13.5555555556,-15.2777777778,-198,-199,CrossValidation
2012,Gaillac,Gai12,2012-07-29,1.1319196284,77.5312660922,1.1395283324,78.9055366062,15.4,26.9,21.15,28,75,51.5,0,3.1375,5.2014443203,27.06,25.938,2.2808472316,2.3366843301,25.8334935722,0,16.51,-7.4166666667,-199,-7.1111111111,-7.7222222222,-197,-199,CrossValidation
2012,Gaillac,Gai12,2012-07-30,1.3499144704,78.8811805626,1.2966524727,80.2021890789,11.1,30.4,20.75,22,83,52.5,4,2.1666666667,4.9951082994,27.25,26.047,2.9317424412,2.9215457826,28.8652648139,0,18.7,-0.5,-199,-0.6666666667,-0.1666666667,-196,-199,CrossValidation
2012,Gaillac,Gai12,2012-07-31,1.4783089767,80.3594895393,1.4599493323,81.6621384111,12.6,35.3,23.95,19,81,50,0,1.1208333333,4.5429085808,27.01,25.689,3.8268378132,3.3459343688,29.9260917737,0,23.53,-8.75,-121.25,-6.5,-9.5,-99.5,-190.5,CrossValidation
2012,Gaillac,Gai12,2012-08-01,1.6061774274,81.9656669668,1.5375779089,83.19971632,19.6,30,24.8,35,70,52.5,0,3.1166666667,5.3036674134,23.43,22.204,2.2333166752,2.1942225656,29.1473705026,0,18.81,-17,-43.5,-12.3333333333,-18.8333333333,-3,-182,CrossValidation
2012,Gaillac,Gai12,2012-08-02,1.4693161848,83.4349831516,1.4084623092,84.6081786292,14,31.3,22.65,29,86,57.5,0,2.1166666667,4.8555211245,25.18,23.851,2.7723940481,2.7422185216,29.044687621,0,22.18,-21.9166666667,-36.1666666667,-18.6666666667,-23.0833333333,-12,-162.75,CrossValidation
2012,Gaillac,Gai12,2012-08-03,1.4231093811,84.8580925327,1.3618394353,85.9700180645,17.6,29.5,23.55,27,73,50,0,2.6,4.9962802578,23.5,22.186,2.6699317841,2.6577031801,28.1114965838,0,18.41,-26.8333333333,-28.8333333333,-25,-27.3333333333,-21,-143.5,CrossValidation
2012,Gaillac,Gai12,2012-08-04,1.3017984562,86.1598909889,1.2817679156,87.2517859802,13.5,31.5,22.5,26,88,57,0,1.625,4.328795833,22.86,21.566,2.5667841452,2.9300912472,29.0385579283,0,18.7416666667,-18.5555555556,-29.5555555556,-16.8888888889,-19.2222222222,-15,-114.1111111111,CrossValidation
2012,Gaillac,Gai12,2012-08-05,1.0653725308,87.2252635196,1.1575334281,88.4093194082,17.1,29.2,23.15,41,91,66,0,2.3916666667,3.9458068076,17.81,16.723,1.302167392,2.0578412362,29.3237584425,0,16.8583333333,-10.2777777778,-30.2777777778,-8.7777777778,-11.1111111111,-9,-84.7222222222,CrossValidation
2012,Gaillac,Gai12,2012-08-06,0.9409488694,88.166212389,0.9965026935,89.4058221018,15.5,25.3,20.4,40,92,66,34,2.0791666667,3.3731237272,16.91,15.837,1.6233943985,1.7945292238,25.1457264814,0,15.38,-2,-31,-0.6666666667,-3,-3,-55.3333333333,CrossValidation
2012,Gaillac,Gai12,2012-08-07,1.2202679141,89.3864803031,1.2170550938,90.6228771955,11.7,30.1,20.9,28,91,59.5,0,1.3791666667,4.2699936094,26.36,24.678,2.5606796181,2.5092250546,27.464644548,0,17.95,-7.5833333333,-35.5,-5.3333333333,-9.5,-10.5,-56.7916666667,CrossValidation
2012,Gaillac,Gai12,2012-08-08,1.4439152733,90.8303955764,1.4134827688,92.0363599643,13.2,33.4,23.3,15,82,48.5,0,1.725,4.9583372294,26.77,25.004,3.7353352965,3.3631070481,29.9853017631,0,18.87,-13.1666666667,-40,-10,-16,-18,-58.25,CrossValidation
2012,Gaillac,Gai12,2012-08-09,1.462313737,92.2927093134,1.5180835361,93.5544435005,14.3,36.9,25.6,14,75,44.5,0,1.9833333333,5.5713532901,26,24.215,4.5208526454,3.7299177088,31.2829213982,5,20.7,-8.3333333333,-45.5,-6.5,-10.5,-23.5833333333,-63.9166666667,CrossValidation
2012,Gaillac,Gai12,2012-08-10,1.5133853358,93.8060946493,1.5678726667,95.1223161672,15,36.1,25.55,10,76,43,0,1.7833333333,5.2918051001,26.59,24.733,4.6085053299,3.8382205173,31.3286831825,5,20.64,-3.5,-51,-3,-5,-29.1666666667,-69.5833333333,CrossValidation
2012,Gaillac,Gai12,2012-08-11,1.5602755086,95.3663701578,1.5301503726,96.6524665398,15.5,32.3,23.9,31,73,52,0,3.1666666667,5.6516595257,24.4,22.652,2.6700790206,2.8542998022,30.8529478795,4,19.96,-6.9722222222,-35.8888888889,-6.3333333333,-9,-21.3333333333,-52.3888888889,CrossValidation
2012,Gaillac,Gai12,2012-08-12,1.2196838821,96.5860540399,1.2145681544,97.8670346941,16.1,28.1,22.1,33,83,58,0,2.15,3.9283474333,18.2,16.873,2.1236491168,2.138271108,26.3605809563,0,17.55,-10.4444444444,-20.7777777778,-9.6666666667,-13,-13.5,-35.1944444444,CrossValidation
2012,Gaillac,Gai12,2012-08-13,1.3811750039,97.9672290438,1.3405667867,99.2076014808,14,30.8,22.4,27,82,54.5,0,1.2416666667,4.1162113384,24.55,22.772,2.8279071967,2.7439045928,28.731923862,0,19.08,-13.9166666667,-5.6666666667,-13,-17,-5.6666666667,-18,CrossValidation
2012,Gaillac,Gai12,2012-08-14,1.5011063594,99.4683354032,1.5622339651,100.7698354459,14.3,37.6,25.95,17,74,45.5,0,2.8333333333,6.476034559,24.97,23.11,4.2871611149,3.8278710131,31.7345726401,5,24.29,-14.2023809524,-7.2857142857,-13.0476190476,-17.1904761905,-7.0238095238,-24.0714285714,CrossValidation
2012,Gaillac,Gai12,2012-08-15,1.570714057,101.0390494602,1.5351549168,102.3049903627,18,34.6,26.3,27,90,58.5,2,3.2,5.2939274245,17.17,15.881,2.054571015,3.0595939811,30.7535017646,4,18.125,-14.4880952381,-8.9047619048,-13.0952380952,-17.380952381,-8.380952381,-30.1428571429,CrossValidation
2012,Gaillac,Gai12,2012-08-16,1.3190716832,102.3581211434,1.2945468051,103.5995371678,13.2,33.6,23.4,14,93,53.5,0,1.2458333333,4.3233059749,24.86,22.965,3.4062338118,3.0811464193,28.5321508363,0,18.48,-14.7738095238,-10.5238095238,-13.1428571429,-17.5714285714,-9.7380952381,-36.2142857143,CrossValidation
2012,Gaillac,Gai12,2012-08-17,1.4143722303,103.7724933737,1.5384400935,105.1379772614,13.4,39.4,26.4,15,73,44,0,2.7666666667,6.7465384828,25.2,23.226,4.7563574408,3.9932614006,32.3999810058,6,25.2,-15.0595238095,-12.1428571429,-13.1904761905,-17.7619047619,-11.0952380952,-42.2857142857,CrossValidation
2012,Gaillac,Gai12,2012-08-18,1.7396587481,105.5121521217,1.7518922092,106.8898694705,22.1,38.4,30.25,21,43,32,0,3.6458333333,7.3809812763,23.11,21.277,4.35517568,3.8356135291,32.9063225026,7,24.64,-15.3452380952,-13.7619047619,-13.2380952381,-17.9523809524,-12.4523809524,-48.3571428571,CrossValidation
2012,Gaillac,Gai12,2012-08-19,1.6274150889,107.1395672106,1.7756537614,108.6655232319,19.1,40.8,29.95,18,62,40,0,2.2125,5.8851886096,21.03,19.328,5.0529522026,4.0092047341,32.9627057899,8,24.36,-15.630952381,-15.380952381,-13.2857142857,-18.1428571429,-13.8095238095,-54.4285714286,CrossValidation
